r_0_a,r_0_b,r_1_a,r_1_b,r_2_a,r_2_b,r_3_a,r_3_b,r_4_a,r_4_b,r_5_a,r_5_b
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.7,1.2,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.2,1.7,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,2.2,1.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.2,2.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.7,1.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.2,1.7,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.7,1.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,2.2,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.2,2.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.7,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.2,1.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.7,1.2,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.2,1.7,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.7,1.2,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.2,1.7,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,2.2,1.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.2,2.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.7,1.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.2,1.7,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.7,1.7,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,2.2,1.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.2,2.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.7,1.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.2,1.7,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.7,1.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,2.2,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.2,2.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.7,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.9,1.4,1.2,1.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.2,2.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.7,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,2.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,3.7,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,3.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,3.2,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,3.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.2,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,2.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.7,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.2,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.7,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.2,1.2,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.2,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.2,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,1.7,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.7,1.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.7,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.7,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.2,1.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,1.7,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,3.2,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,3.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.2,1.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,2.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.7,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.2,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,1.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.7,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.2,1.2,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.2,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.2,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,1.7,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.7,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.2,1.2,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.2,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.2,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,1.7,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.7,1.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.7,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.7,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.2,1.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,1.7,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.7,1.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.7,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.7,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.2,1.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,1.7,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,3.2,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,3.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.2,1.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,2.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.7,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,2.2,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,2.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.7,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,2.4,1.4,1.2,1.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.7,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,2.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,3.7,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,3.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,3.2,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,3.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.2,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,2.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.7,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,2.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.2,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,2.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.2,1.2,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,2.2,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.2,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,1.7,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.7,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.2,1.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,2.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,1.7,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.7,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,2.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.2,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,2.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,1.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.2,1.2,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,2.2,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.2,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,1.7,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.7,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.2,1.2,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,2.2,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.2,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,1.7,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.7,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.2,1.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,2.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,1.7,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.7,1.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,2.7,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.7,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.2,1.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,2.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,1.7,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.7,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,2.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,2.2,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,2.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.7,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.9,1.9,1.2,1.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,3.2,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,3.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,2.2,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,2.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,2.7,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,2.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,2.2,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,2.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,1.2,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,1.7,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,2.2,1.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,2.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,1.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,1.7,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,1.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,2.2,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,2.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,1.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,1.2,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,1.7,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,1.2,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,1.7,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,2.2,1.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,2.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,1.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,1.7,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,1.7,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,2.2,1.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,2.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,1.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,1.7,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,1.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,2.2,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,2.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.7,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.9,1.2,1.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.2,2.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.7,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,2.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,3.7,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,3.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,3.2,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,3.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.2,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,2.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.7,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.2,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.2,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,1.7,0,0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.7,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.2,1.2,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.2,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.2,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,1.7,1.0,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.7,1.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.7,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.7,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.2,1.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.2,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,1.7,1.0,1.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,3.2,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,3.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.2,1.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,2.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.7,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.2,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.2,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,1.7,1.0,1.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.7,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.2,1.2,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.2,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.2,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,1.7,0.5,4.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.7,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.2,1.2,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.2,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.2,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,1.7,0.5,3.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.7,1.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.7,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.7,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.2,1.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.2,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,1.7,0.5,3.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.7,1.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.7,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.7,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.2,1.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.2,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,1.7,0.5,2.5
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,3.2,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,3.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.2,1.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,2.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.7,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.7,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,2.2,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,2.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.7,1.2,0.5,2.0
3.3,2.8,3.0,1.5,6.0,3.0,1.4,2.4,1.2,1.7,0.5,2.0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,4.7,1.2,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,1.2,4.7,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,3.2,1.7,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,1.7,3.2,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,4.2,1.2,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,1.2,4.2,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,2.2,2.2,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,2.7,1.7,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,1.7,2.7,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,3.7,1.2,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,1.2,3.7,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,3.2,1.2,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,1.2,3.2,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,2.2,1.7,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,1.7,2.2,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,2.7,1.2,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,1.2,2.7,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,1.7,1.7,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,2.2,1.2,0,0
3.3,2.8,3.0,1.5,5.5,3.0,2.9,1.4,1.2,2.2,0,0
